[ 1] local::disk.partitions.write["vdb1"]
[ 2] local::disk.partitions.write_bytes["vdb1"]
[ 3] local::disk.partitions.read["vdb1"]
[ 4] local::disk.partitions.read_bytes["vdb1"]
[ 5] local::filesys.used["/dev/vdb1"]
[ 6] local::filesys.usedfiles["/dev/vdb1"]

             Column,     1,     2,     3,     4,     5,     6
             Source,local:,local:,local:,local:,local:,local:
             Metric, write,_bytes,  read,_bytes,  used,dfiles
               Inst,  vdb1,  vdb1,  vdb1,  vdb1,/dev/v,/dev/v
              Units,   c/s,   b/s,   c/s,   b/s,     b,  none
2020-08-07 16:59:18,     ?,     ?,     ?,     ?,86.84M,31.00 
2020-08-07 16:59:19, 0.00 , 0.00 , 0.00 , 0.00 ,86.84M,31.00 
2020-08-07 16:59:20, 0.00 , 0.00 , 0.00 , 0.00 ,86.85M,35.00 
2020-08-07 16:59:21, 2.00 ,36.86K, 0.00 , 0.00 ,86.84M,32.00 
2020-08-07 16:59:34,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:35,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:36,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:37,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:38,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:39,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:40,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:41,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:42,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:43,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:44,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:45,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:46,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:47,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:48,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:49,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:50,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:51,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:52,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:53,1.000000,4198.400000,0.000000,0.0,91058339.84,32.0,29
2020-08-07 16:59:54,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:55,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:56,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:57,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 16:59:58,13.000000,58736.640000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 16:59:59,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:00,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:01,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:02,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:03,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:04,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:05,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:06,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:07,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:08,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:09,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:10,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:11,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:12,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:13,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:14,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:15,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:16,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:17,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:18,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:19,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:20,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:21,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:22,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:23,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:24,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:25,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:26,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:27,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:28,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:29,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:30,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:31,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:32,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:33,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:34,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:35,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:36,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:37,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:38,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:39,0.000000,0.000000,0.000000,0.0,91068825.6,34.0,0
2020-08-07 17:00:40,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:41,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:42,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:43,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:44,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:45,2.000000,29337.600000,0.000000,0.0,91068825.6,35.0,47
2020-08-07 17:00:46,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:47,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:48,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:49,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:00:50,2.000000,37754.880000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 17:00:51,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:52,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:53,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:54,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:55,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:56,2.000000,46110.720000,0.000000,0.0,91058339.84,32.0,6
2020-08-07 17:00:57,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:58,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:00:59,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:00,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:01,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:02,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:03,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:04,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:05,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:06,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:07,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:08,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:09,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:10,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:11,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:12,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:13,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:14,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:15,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:16,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:17,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:18,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:19,9.000000,41953.280000,0.000000,0.0,91058339.84,32.0,23
2020-08-07 17:01:20,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:21,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:22,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:23,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:24,1.000000,4198.400000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 17:01:25,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:26,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:27,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:28,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:29,1.000000,4188.160000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 17:01:30,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:31,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:32,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:33,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:34,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:35,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:36,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:37,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:38,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:01:39,0.000000,0.000000,0.000000,0.0,91068825.6,34.0,0
2020-08-07 17:01:40,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:41,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:42,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:43,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:44,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:45,2.000000,29317.120000,0.000000,0.0,91068825.6,35.0,16
2020-08-07 17:01:46,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:47,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:48,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:49,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:50,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:51,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:52,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:53,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:54,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:55,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:56,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:57,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:58,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:01:59,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:00,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:01,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:02,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:03,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:04,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:05,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:06,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:07,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:08,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:09,2.000000,8386.560000,0.000000,0.0,91068825.6,35.0,24
2020-08-07 17:02:10,2.000000,37754.880000,0.000000,0.0,91058339.84,32.0,1
2020-08-07 17:02:11,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:12,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:13,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:14,2.000000,58695.680000,0.000000,0.0,91058339.84,32.0,4
2020-08-07 17:02:15,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:16,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:17,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:18,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:19,10.000000,54517.760000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 17:02:20,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:21,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:22,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:23,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:24,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:25,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:26,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:27,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:28,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:29,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:30,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:31,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:32,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:33,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:34,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:35,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:36,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:37,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:38,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:02:39,0.000000,0.000000,0.000000,0.0,91068825.6,34.0,0
2020-08-07 17:02:40,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:41,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:42,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:43,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:44,3.000000,33546.240000,0.000000,0.0,91068825.6,35.0,25
2020-08-07 17:02:45,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:46,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:47,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:48,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:49,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:50,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:51,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:52,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:53,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:54,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:55,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:56,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:57,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:58,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:02:59,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:00,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:01,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:02,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:03,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:04,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:05,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:06,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:07,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:08,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:09,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:10,2.000000,8386.560000,0.000000,0.0,91068825.6,35.0,26
2020-08-07 17:03:11,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:12,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:13,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:14,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:15,8.000000,75499.520000,0.000000,0.0,91058339.84,32.0,5
2020-08-07 17:03:16,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:17,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:18,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:19,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:20,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:21,2.000000,62924.800000,0.000000,0.0,91058339.84,32.0,6
2020-08-07 17:03:22,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:23,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:24,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:25,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:26,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:27,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:28,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:29,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:30,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:31,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:32,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:33,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:34,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:35,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:36,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:37,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:38,0.000000,0.000000,0.000000,0.0,91058339.84,32.0,0
2020-08-07 17:03:39,0.000000,0.000000,0.000000,0.0,91068825.6,34.0,0
2020-08-07 17:03:40,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:41,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:42,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:43,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:44,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:45,13.000000,88084.480000,0.000000,0.0,91068825.6,35.0,24
2020-08-07 17:03:46,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:47,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:48,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:49,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:50,1.000000,4198.400000,0.000000,0.0,91068825.6,35.0,5
2020-08-07 17:03:51,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:52,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:53,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:54,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:55,1.000000,4188.160000,0.000000,0.0,91068825.6,35.0,5
2020-08-07 17:03:56,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:57,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:58,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:03:59,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:00,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:01,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:02,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:03,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:04,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:05,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:06,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:07,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:08,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:09,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:10,3.000000,12574.720000,0.000000,0.0,91068825.6,35.0,15
2020-08-07 17:04:11,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:12,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:13,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:14,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:15,0.000000,0.000000,0.000000,0.0,91068825.6,35.0,0
2020-08-07 17:04:16,2.000000,20971.520000,0.000000,0.0,91068825.6,35.0,6
