[ 1] local::disk.partitions.write["vdb1"]
[ 2] local::disk.partitions.write_bytes["vdb1"]
[ 3] local::disk.partitions.read["vdb1"]
[ 4] local::disk.partitions.read_bytes["vdb1"]
[ 5] local::filesys.used["/dev/vdb1"]
[ 6] local::filesys.usedfiles["/dev/vdb1"]

             Column,     1,     2,     3,     4,     5,     6
             Source,local:,local:,local:,local:,local:,local:
             Metric, write,_bytes,  read,_bytes,  used,dfiles
               Inst,  vdb1,  vdb1,  vdb1,  vdb1,/dev/v,/dev/v
              Units,   c/s,   b/s,   c/s,   b/s,     b,  none
2020-08-10 00:01:15,     ?,     ?,     ?,     ?,66.33M,26.00 
2020-08-10 00:01:16, 0.00 , 0.00 , 0.00 , 0.00 ,66.33M,26.00 
2020-08-10 00:01:17, 0.00 , 0.00 , 0.00 , 0.00 ,66.35M,30.00 
2020-08-10 00:01:18, 1.00 ,40.97K, 0.00 , 0.00 ,66.34M,27.00 
2020-08-10 00:02:15,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:16,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:17,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:18,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:19,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:20,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:21,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:22,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:23,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:24,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:25,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:26,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:27,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:28,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:29,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:30,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:31,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:32,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:33,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:34,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:35,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:36,0.000000,0.000000,0.000000,0.0,69562531.84,28.0,0
2020-08-10 00:02:37,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:38,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:39,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:40,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:41,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:42,2.000000,29347.840000,0.000000,0.0,69573017.6,30.0,45
2020-08-10 00:02:43,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:44,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:45,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:46,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:02:47,1.000000,41922.560000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:02:48,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:49,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:50,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:51,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:52,2.000000,46100.480000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:02:53,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:54,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:55,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:56,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:57,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:58,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:02:59,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:00,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:01,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:02,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:03,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:04,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:05,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:06,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:07,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:08,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:09,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:10,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:11,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:12,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:13,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:14,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:15,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:16,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:17,9.000000,41943.040000,0.000000,0.0,69562531.84,27.0,25
2020-08-10 00:03:18,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:19,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:20,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:21,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:22,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:23,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:24,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:25,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:26,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:27,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:28,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:29,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:30,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:31,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:32,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:33,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:34,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:35,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:03:36,0.000000,0.000000,0.000000,0.0,69562531.84,28.0,0
2020-08-10 00:03:37,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:38,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:39,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:40,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:41,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:42,2.000000,29347.840000,0.000000,0.0,69573017.6,30.0,25
2020-08-10 00:03:43,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:44,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:45,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:46,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:47,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:48,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:49,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:50,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:51,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:52,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:53,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:54,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:55,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:56,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:57,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:58,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:03:59,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:00,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:01,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:02,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:03,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:04,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:05,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:06,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:07,2.000000,46131.200000,0.000000,0.0,69562531.84,27.0,25
2020-08-10 00:04:08,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:09,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:10,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:11,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:12,2.000000,46141.440000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:04:13,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:14,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:15,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:16,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:17,9.000000,41922.560000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:04:18,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:19,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:20,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:21,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:22,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:23,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:24,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:25,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:26,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:27,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:28,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:29,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:30,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:31,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:32,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:33,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:34,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:35,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:04:36,0.000000,0.000000,0.000000,0.0,69562531.84,28.0,0
2020-08-10 00:04:37,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:38,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:39,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:40,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:41,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:42,2.000000,29368.320000,0.000000,0.0,69573017.6,30.0,25
2020-08-10 00:04:43,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:44,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:45,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:46,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:47,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:48,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:49,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:50,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:51,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:52,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:53,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:54,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:55,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:56,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:57,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:58,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:04:59,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:00,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:01,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:02,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:03,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:04,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:05,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:06,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:07,3.000000,12574.720000,0.000000,0.0,69573017.6,30.0,25
2020-08-10 00:05:08,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:09,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:10,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:11,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:12,3.000000,62914.560000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:05:13,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:14,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:15,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:16,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:17,3.000000,54507.520000,0.000000,0.0,69562531.84,27.0,5
2020-08-10 00:05:18,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:19,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:20,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:21,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:22,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:23,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:24,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:25,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:26,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:27,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:28,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:29,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:30,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:31,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:32,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:33,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:34,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:35,0.000000,0.000000,0.000000,0.0,69562531.84,27.0,0
2020-08-10 00:05:36,0.000000,0.000000,0.000000,0.0,69562531.84,28.0,0
2020-08-10 00:05:37,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:38,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:39,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:40,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:41,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:42,2.000000,29368.320000,0.000000,0.0,69573017.6,30.0,25
2020-08-10 00:05:43,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:44,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:45,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:46,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:47,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:48,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:49,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:50,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:51,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:52,10.000000,46131.200000,0.000000,0.0,69573017.6,30.0,10
2020-08-10 00:05:53,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:54,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:55,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:56,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:57,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:58,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:05:59,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:00,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:01,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:02,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:03,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:04,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:05,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:06,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:07,3.000000,12584.960000,0.000000,0.0,69573017.6,30.0,15
2020-08-10 00:06:08,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:09,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:10,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:11,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:12,2.000000,20961.280000,0.000000,0.0,69573017.6,30.0,5
2020-08-10 00:06:13,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
2020-08-10 00:06:14,0.000000,0.000000,0.000000,0.0,69573017.6,30.0,0
